Entrenamiento,Email,Precios US,Incluye pasantia,Primer contacto,Estatus laboral,Razon de retiro,Razon de eleccion del bootcamp,Proveedores de bootcamp,Horario de los bootcamps,Egresado_Inscrito,Egresado_No inscrito,Primer contacto_Instagram,Primer contacto_WhatsApp
Certificación en Python,hotmail.com,130.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,Sabados de 4:00 am a 6:00 pm,1.0,0.0,1.0,0.0
Certificación en Python,gmail.com,130.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,Sabados de 4:00 am a 6:00 pm,1.0,0.0,1.0,0.0
Certificación en Python,gmail.com,130.0,0,Instagram,0,Disponibilidad de tiempo,Aprender algo nuevo,Maestros de Talendig,Sabados de 4:00 am a 6:00 pm,1.0,0.0,1.0,0.0
Certificación en Python,gmail.com,130.0,0,Instagram,0,Disponibilidad de tiempo,Aprender algo nuevo,Maestros de Talendig,Sabados de 4:00 am a 6:00 pm,1.0,0.0,1.0,0.0
Certificación en Python,gmail.com,130.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,Sabados de 4:00 am a 6:00 pm,1.0,0.0,1.0,0.0
Software Testing QA,gmail.com,299.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,Martes y jueves de 6:00 pm a 8:00 pm,1.0,0.0,1.0,0.0
Software Testing QA,gmail.com,299.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,Martes y jueves de 6:00 pm a 8:00 pm,1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web con Java,gmail.com,2900.0,0,Instagram,0,N/A,Crecimiento laboral,Maestros de Talendig,"Martes, jueves y viernes de 6:00 pm a 8:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web con Java,gmail.com,2900.0,0,Instagram,0,N/A,Crecimiento laboral,Maestros de Talendig,"Martes, jueves y viernes de 6:00 pm a 8:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web con Java,gmail.com,2900.0,0,Instagram,0,N/A,Crecimiento laboral,Maestros de Talendig,"Martes, jueves y viernes de 6:00 pm a 8:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web con Java,gmail.com,2900.0,0,Instagram,0,N/A,Crecimiento laboral,Maestros de Talendig,"Martes, jueves y viernes de 6:00 pm a 8:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web con Java,gmail.com,2900.0,0,Instagram,0,N/A,Crecimiento laboral,Maestros de Talendig,"Martes, jueves y viernes de 6:00 pm a 8:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web con C#,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Lunes, miércoles y viernes de 6:00pm a 8:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web con C#,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Lunes, miércoles y viernes de 6:00pm a 8:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web con C#,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Lunes, miércoles y viernes de 6:00pm a 8:00 pm",1.0,0.0,1.0,0.0
Certificación en Python,gmail.com,130.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,Sabados de 4:00 am a 6:00 pm,1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web con C#,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Lunes, miércoles y viernes de 6:00pm a 8:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web con C#,gmail.com,2900.0,0,Instagram,1,N/A,Aprender algo nuevo,Maestros de Talendig,"Lunes, miércoles y viernes de 6:00pm a 8:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Designer UI/UX,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Lunes, miércoles y jueves de 7:00 pm a 9:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web con C#,gmail.com,2900.0,0,Instagram,1,N/A,Aprender algo nuevo,Maestros de Talendig,"Lunes, miércoles y viernes de 6:00pm a 8:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Designer UI/UX,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Lunes, miércoles y jueves de 7:00 pm a 9:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web con C#,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Lunes, miércoles y viernes de 6:00pm a 8:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web con C#,gmail.com,2900.0,0,Instagram,1,N/A,Aprender algo nuevo,Maestros de Talendig,"Lunes, miércoles y viernes de 6:00pm a 8:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web con C#,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Lunes, miércoles y viernes de 6:00pm a 8:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web con C#,gmail.com,2900.0,0,Instagram,1,N/A,Aprender algo nuevo,Maestros de Talendig,"Lunes, miércoles y viernes de 6:00pm a 8:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web con C#,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Lunes, miércoles y viernes de 6:00pm a 8:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Data Science y Machine Learning en Python,gmail.com,3450.0,1,WhatsApp,1,Disponibilidad de tiempo,Aprender algo nuevo,Talendig/ Coding Dojo,"Lunes, martes, miércoles y jueves",1.0,0.0,0.0,1.0
Bootcamp en Data Science y Machine Learning en Python,gmail.com,3450.0,1,WhatsApp,1,N/A,Aprender algo nuevo,Talendig/ Coding Dojo,"Lunes, martes, miércoles y jueves",1.0,0.0,0.0,1.0
Bootcamp en Data Science y Machine Learning en Python,gmail.com,3450.0,1,WhatsApp,0,N/A,Aprender algo nuevo,Talendig/ Coding Dojo,"Lunes, martes, miércoles y jueves",1.0,0.0,0.0,1.0
Bootcamp en Data Science y Machine Learning en Python,gmail.com,3450.0,1,WhatsApp,0,N/A,Aprender algo nuevo,Talendig/ Coding Dojo,"Lunes, martes, miércoles y jueves",1.0,0.0,0.0,1.0
Bootcamp en Data Science y Machine Learning en Python,gmail.com,3450.0,1,Instagram,1,Inconvenientes administrativos,Aprender algo nuevo,Talendig/ Coding Dojo,"Lunes, martes, miércoles y jueves",1.0,0.0,1.0,0.0
Bootcamp en Data Science y Machine Learning en Python,hotmail.com,3450.0,1,WhatsApp,0,N/A,Aprender algo nuevo,Talendig/ Coding Dojo,"Lunes, martes, miércoles y jueves",1.0,0.0,0.0,1.0
Bootcamp en Data Science y Machine Learning en Python,gmail.com,3450.0,1,WhatsApp,0,N/A,Aprender algo nuevo,Talendig/ Coding Dojo,"Lunes, martes, miércoles y jueves",1.0,0.0,0.0,1.0
Bootcamp en Data Science y Machine Learning en Python,hotmail.com,3450.0,1,WhatsApp,0,N/A,Aprender algo nuevo,Talendig/ Coding Dojo,"Lunes, martes, miércoles y jueves",1.0,0.0,0.0,1.0
Bootcamp en Data Science y Machine Learning en Python,hotmail.com,3450.0,1,WhatsApp,0,N/A,Aprender algo nuevo,Talendig/ Coding Dojo,"Lunes, martes, miércoles y jueves",1.0,0.0,0.0,1.0
Bootcamp en Data Science y Machine Learning en Python,gmail.com,3450.0,1,WhatsApp,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Lunes, martes, miércoles y jueves",1.0,0.0,0.0,1.0
Bootcamp en Desarrollo Web,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,hotmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,hotmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,live.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,hotmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,2900.0,0,Instagram,0,Disponibilidad de tiempo,Aprender algo nuevo,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,2900.0,0,Instagram,0,Disponibilidad de tiempo,Aprender algo nuevo,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,hotmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,outlook.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Data Science y Machine Learning en Python,gmail.com,2900.0,1,WhatsApp,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Martes, Jueves y Sábados",1.0,0.0,0.0,1.0
Bootcamp en Data Science y Machine Learning en Python,gmail.com,2900.0,1,WhatsApp,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Martes, Jueves y Sábados",1.0,0.0,0.0,1.0
Diseño UI/UX,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Lunes, miércoles y jueves de 7:00 pm a 9:00 pm",1.0,0.0,1.0,0.0
Diseño UI/UX,hotmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Lunes, miércoles y jueves de 7:00 pm a 9:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,2900.0,0,Instagram,0,Disponibilidad de tiempo,Aprender algo nuevo,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Ciberseguridad,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Lunes, miércoles y viernes de 8:00 pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Diseño UI/UX,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Lunes, miércoles y jueves de 7:00 pm a 9:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Desarrollo Web,gmail.com,2900.0,0,Instagram,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",1.0,0.0,1.0,0.0
Bootcamp en Data Science y Machine Learning en Python,gmail.com,2900.0,1,WhatsApp,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Martes, Jueves y Sábados",1.0,0.0,0.0,1.0
Bootcamp en Data Science y Machine Learning en Python,hotmail.com,2900.0,1,WhatsApp,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Martes, Jueves y Sábados",1.0,0.0,0.0,1.0
Bootcamp en Data Science y Machine Learning en Python,hotmail.com,2900.0,1,WhatsApp,0,N/A,Aprender algo nuevo,Maestros de Talendig,"Martes, Jueves y Sábados",1.0,0.0,0.0,1.0
Bootcamp en Data Science y Machine Learning en Python,hotmail.com,3450.0,1,WhatsApp,0,Razones personales,N/A,Maestros de Talendig,"Martes, Jueves y Sábados",0.0,1.0,0.0,1.0
Bootcamp en Desarrollo Web con Java,gmail.com,2900.0,0,WhatsApp,0,Razones personales,N/A,Maestros de Talendig,"Martes, jueves y viernes de 6:00 pm a 8:00 pm",0.0,1.0,0.0,1.0
Bootcamp en Data Science y Machine Learning en Python,gmail.com,3450.0,1,WhatsApp,0,No  tenia conocimientos previos,N/A,Maestros de Talendig,"Martes, Jueves y Sábados",0.0,1.0,0.0,1.0
Bootcamp en Desarrollo Web,gmail.com,2900.0,0,WhatsApp,0,Costo del Bootcamp,N/A,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",0.0,1.0,0.0,1.0
Bootcamp en Desarrollo Web,gmail.com,2900.0,0,WhatsApp,0,Razones Laborales,N/A,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",0.0,1.0,0.0,1.0
Bootcamp en Desarrollo Web,gmail.com,2900.0,0,WhatsApp,0,Motivos de Salud,N/A,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",0.0,1.0,0.0,1.0
Bootcamp en Desarrollo Web,gmail.com,2900.0,0,WhatsApp,0,Costo del Bootcamp,N/A,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",0.0,1.0,0.0,1.0
Bootcamp en Desarrollo Web,gmail.com,2900.0,0,WhatsApp,0,No  tenia conocimientos previos,N/A,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",0.0,1.0,0.0,1.0
Cloud Engineer,gmail.com,2900.0,0,WhatsApp,0,Costo del Bootcamp,N/A,Maestros de Talendig,N/A,0.0,1.0,0.0,1.0
Bootcamp en Desarrollo Web,gmail.com,2900.0,0,WhatsApp,0,Costo del Bootcamp,N/A,Maestros de Talendig,"Luner, miércoles y viernes de 8: pm a 10:00 pm",0.0,1.0,0.0,1.0
Bootcamp en Data Science y Machine Learning en Python,gmail.com,3450.0,1,WhatsApp,0,N/A,N/A,Maestros de Talendig,"Martes, Jueves y Sábados",0.0,1.0,0.0,1.0
Diseño UI/UX,gmail.com,2900.0,0,WhatsApp,0,N/A,N/A,Maestros de Talendig,"Lunes, miércoles y jueves de 7:00 pm a 9:00 pm",0.0,1.0,0.0,1.0
Bootcamp en Data Science y Machine Learning en Python,protonmail.com,3450.0,1,WhatsApp,0,N/A,N/A,Maestros de Talendig,"Martes, Jueves y Sábados",0.0,1.0,0.0,1.0
